id,ALLSKY_SFC_SW_DWN,T2M,QV2M,PRECTOTCORR,WS10M,LAT,LONG
HPU63254_Helicobacter_pylori,162.36203565420874,259.72747549495864,3.9934756431671943,4.162134912354419,18.789978831283783,9.393138294814666,-56.613708582290954
HPU63253_Helicobacter_pylori,335.2142919229749,255.45549540899407,10.284688768272233,-0.29146471217309644,17.896547008552975,-78.99667050555222,-153.6523761899481
HPU63249_Helicobacter_pylori,269.5981825434215,255.67663137948077,11.848291377240848,4.932476741557783,11.957999576221702,66.48333576588873,145.2413703502374
HPU63248_Helicobacter_pylori,229.597545259111,272.59391401433527,0.9290082543999549,-1.5185607043869425,18.437484700462335,-93.59885839045042,49.319250731023175
HPU63247_Helicobacter_pylori,96.80559213273096,303.4659004285133,12.150897038028766,10.73048562910295,1.7698500410383904,107.1151260521138,-67.64079005894033
HPU63246_Helicobacter_pylori,96.7983561008608,290.47230260989625,3.41048247374583,1.6229197424002368,3.9196572483829044,59.89384924526464,-174.57665988559054
HPU63245_Helicobacter_pylori,67.42508365045984,270.7720796277259,1.3010318597055903,7.275311980955748,0.9045457782107604,-66.28255006248207,-75.6070713137351
HPU63243_Helicobacter_pylori,309.8528437324805,315.65940526113314,18.977710745066666,2.3639550652517536,6.506606615265287,-108.78513423280747,-69.92667118930117
HPU63242_Helicobacter_pylori,230.33450352296262,249.52914049128586,19.312640661491187,5.280952296489351,7.773545793789641,69.40151426006351,91.84247133522565
HPU63241_Helicobacter_pylori,262.42177333881364,270.9002507949305,16.16794696232922,5.653943910805915,5.426980635477918,45.50861564647576,55.02298854208524
HPU63240_Helicobacter_pylori,56.17534828874073,281.2906580611168,6.092275383467413,0.5879623773573786,16.57475018303859,50.3815769690172,154.88509703053063
HPU63239_Helicobacter_pylori,340.97295564859826,293.849797790385,1.9534422801276783,11.574184788703821,7.135066533871786,59.679476270908076,-11.11402993522028
HPU63238_Helicobacter_pylori,299.7327922401265,339.9246345950219,13.684660530243136,8.851859527055604,5.618690193747614,-93.71017661850013,-152.16230162467932
HPU63237_Helicobacter_pylori,162.36203565420874,259.72747549495864,3.9934756431671943,4.162134912354419,18.789978831283783,9.393138294814666,-56.613708582290954
HPU63236_Helicobacter_pylori,335.2142919229749,255.45549540899407,10.284688768272233,-0.29146471217309644,17.896547008552975,-78.99667050555222,-153.6523761899481
HPU63235_Helicobacter_pylori,269.5981825434215,255.67663137948077,11.848291377240848,4.932476741557783,11.957999576221702,66.48333576588873,145.2413703502374
HPU63234_Helicobacter_pylori,229.597545259111,272.59391401433527,0.9290082543999549,-1.5185607043869425,18.437484700462335,-93.59885839045042,49.319250731023175
HPU63233_Helicobacter_pylori,96.80559213273096,303.4659004285133,12.150897038028766,10.73048562910295,1.7698500410383904,107.1151260521138,-67.64079005894033
HPU63232_Helicobacter_pylori,96.7983561008608,290.47230260989625,3.41048247374583,1.6229197424002368,3.9196572483829044,59.89384924526464,-174.57665988559054
HPU63231_Helicobacter_pylori,67.42508365045984,270.7720796277259,1.3010318597055903,7.275311980955748,0.9045457782107604,-66.28255006248207,-75.6070713137351
