id,ALLSKY_SFC_SW_DWN,T2M,QV2M,PRECTOTCORR,WS10M,LAT,LONG
ID00001,4.370861069626263,29.391692555291172,3.534296156674482,1.8165317719333074,4.210158230771439,-36.99919942747458,-161.39458037930123
ID00002,9.556428757689245,25.50265646722229,13.818976991484266,0.47912378133394484,1.420699824975244,-20.68240885165345,11.287667364533291
ID00003,7.587945476302646,28.789978831283783,8.344051678297554,0.2897897441824462,1.8081435704730688,63.20460087303425,14.628643779638338
ID00004,6.387926357773329,27.896547008552975,11.645701749799947,0.978905520555126,5.492770942635397,-32.95403907187002,49.47476453935437
ID00005,2.4041677639819286,21.957999576221702,18.42863005674358,1.9713009082212014,4.03214529829795,-59.49130559650335,81.39288014015818
ID00006,2.403950683025824,28.437484700462335,7.237967895530874,0.4841105430230008,1.0459852580831481,10.224227242503034,171.30674860651249
ID00007,1.5227525095137953,11.76985004103839,9.976509691605706,1.344271094811757,1.5073577143301606,78.50785934894057,5.868125388430315
ID00008,8.795585311974417,13.919657248382904,15.844369355231827,1.5232392306574352,4.317508845540279,35.28536340149515,-63.735669741151455
ID00009,6.41003510568888,10.90454577821076,6.889568813357582,0.47527508798479934,1.0253079192310934,12.611010616085693,106.26703011673334
ID00010,7.372653200164409,16.506606615265287,4.308658467089481,1.4564326972237192,1.8040402570874932,-72.50823112126166,-82.50038954565328
ID00011,1.185260448662222,17.77354579378964,7.925774699534056,0.7355662654385065,3.7436689468329307,20.70130080585055,-21.970288545971016
ID00012,9.72918866945795,15.426980635477918,5.740761883318076,1.264611661187159,4.459475988463466,88.20969301876738,-151.75570271678424
ID00013,8.491983767203795,26.57475018303859,18.80486008982374,1.2670594215217894,4.259806297513003,-64.78487725742568,-170.8737323704353
ID00014,2.9110519961044856,17.135066533871786,16.73804645259509,1.071549368149517,2.121346547302799,3.299337425472615,166.55342928405304
ID00015,2.636424704863906,15.618690193747614,13.767863860677199,0.1805795401088166,4.56089610673768,67.92715294703197,120.9528433843941
ID00016,2.650640588680904,20.853921663164968,17.8148300331912,1.670604991178476,2.1862454374840006,43.338351195756786,70.55071419373127
ID00017,3.7381801866358395,12.818484499495252,16.66242530728495,0.6415601299434717,2.6269984907963386,35.462833379148236,-32.77694001086283
ID00018,5.72280788469014,26.043939615080795,6.171691001062609,0.37303702079970846,4.73245702559012,36.447135117679665,-117.61404477449551
ID00019,4.887505167779041,11.491012873595416,18.173502974329622,0.08155028310952783,4.2481644952360735,-25.291592780444063,-123.68266463840902
ID00020,3.6210622617823773,29.737738732010346,12.168818112566063,1.1817858863764836,5.24611705247089,-37.153468032391196,-89.91255666074568
ID00021,6.506676052501415,25.444895385933147,16.72648263778906,1.3551287236845648,4.288064461501717,55.68500798613246,17.721599294203372
ID00022,2.2554447458683766,13.974313630683447,18.233552098699384,0.033175657855712304,3.841543016677358,55.820411042252545,77.25453217202244
ID00023,3.629301836816963,10.110442342472048,8.406059074521686,1.024186116598562,1.4683738391404624,66.07301734441867,57.671055618383264
ID00024,4.297256589643226,26.309228569096682,4.870882716970505,0.4529915503958759,2.8385790152971677,74.38329946016484,-79.22379709946058
ID00025,5.104629857953324,24.137146876952343,6.874897763213008,1.2903455808188997,2.3260118384086272,2.041631794968808,163.7515010387499
ID00026,8.066583652537123,24.580143360819747,10.260832406646358,0.3487328580099829,2.2199482168954177,0.27293304369592875,85.64289001047666
ID00027,2.7970640394252375,25.425406933718914,16.906251020682383,1.381875476204932,5.865052773762228,53.69313221401953,19.567458904104257
ID00028,5.628109945722504,11.480893034681808,17.632419915357836,0.7734706926010748,2.965488623333802,26.993507539997722,40.2194686443668
ID00029,6.331731119758382,17.169314570885454,3.118186219030242,1.873459977473469,5.460232775885567,36.35403790638661,-28.94397752599562
ID00030,1.4180537144799796,12.317381190502594,11.682704143818617,0.2750418882919865,4.1556931299863145,53.2426804984982,-90.81684377958331
ID00031,6.467903667112945,27.26206851751187,10.095987053529242,0.682132702100517,4.974056517708242,70.20096152716192,-51.84983568554583
ID00032,2.5347171131856236,22.46596253655116,6.775832778002414,0.22694704248117814,3.5131854655259604,-29.160871766723552,92.82459976717286
ID00033,1.5854643368675156,16.617960497052984,5.037711244672607,1.8493872365571256,3.8845194231317954,-22.39506852481007,-174.8183440932879
ID00034,9.539969835279999,11.271167005720473,8.739457913861674,1.754678706761962,3.4625884690943196,-73.08325082864357,-138.21384941751015
ID00035,9.690688297671034,16.219646434313244,19.029464966512826,0.5158832554303112,1.9762149389902226,14.090425379311313,-163.439048872169
ID00036,8.275576133048151,16.503666440534943,8.49444984435284,1.319968092068358,4.612260576307527,-83.53039071658642,-165.33763116517076
ID00037,3.741523922560336,24.59212356676128,11.819440569637223,1.6344444004024317,2.403861812204279,-6.192356736157166,127.96581024396261
ID00038,1.8790490260574548,22.751149427104263,14.951322301218024,1.1104016231989247,1.1215798321572692,7.676034247363788,73.31682937680853
ID00039,7.158097238609412,27.74425485152653,9.181703240447998,1.059301156712013,4.227361479535839,-38.422574616908804,-9.297421528562921
ID00040,4.961372443656412,19.444298503238986,19.52029540625633,0.48370458180090337,1.8855533970352447,16.349986902421932,-144.77970216563946
ID00041,2.0983441136030097,12.391884918766035,19.361604014015892,0.18620553561179842,5.702292921764571,-84.5099550109711,-3.0182849579403523
ID00042,5.456592191001432,24.2648957444599,7.280299029031191,1.7944315159066535,5.769642885012937,-83.2773260251414,-9.550162518996359
ID00043,1.3094966900369656,25.21570097233795,11.453224600170552,1.800836114326661,5.574321951102243,58.06810091873848,-117.64732683239453
ID00044,9.18388361870904,21.225543951389923,8.114931266885083,1.2662029145465359,2.850793501277222,-25.16568454597268,-23.813406274329708
ID00045,3.3290198344001523,25.41934359909122,7.84228840441695,0.6780595820974014,1.0772830826443371,-67.12910772266073,-36.53829561694556
ID00046,6.962700559185838,19.875911927287817,3.6270781050270573,0.6984191492253218,5.641592812938627,4.003786809864792,41.70603529879793
ID00047,3.8053996848046987,20.45465658763988,13.362593677658246,1.4519113577404787,3.1409207415865716,48.598839557749955,48.63371431235177
ID00048,5.680612190600297,18.550820367170992,11.545543394890645,1.7942205199051542,5.833274095218348,-51.15221505056823,-163.69055648206398
ID00049,5.920392514089517,10.508382534881903,3.875138771249819,1.7741728485302346,5.818099885446264,22.120285647420047,-45.13945873447037
ID00050,2.6636900997297435,12.157828539866088,7.736989892022394,1.5597510917152477,5.265047277336801,-74.63745630112176,45.30956965712511
